order,epid,tid,name,category,skid,sid
9,20070512,2007051210,MacGruber,Sketch,237.0,32
10,20070512,2007051211,The Life Of Big-Boobed Einstein,Cartoon,,32
11,20070512,2007051212,The Oak Room,Sketch,,32
12,20070512,2007051213,MacGruber,Sketch,237.0,32
13,20070512,2007051214,"""Bleed it Out""",Musical Performance,,32
14,20070512,2007051215,Trump Steaks,Commercial,,32
15,20070512,2007051216,MacGruber,Sketch,237.0,32
16,20070512,2007051217,,Goodnights,,32
0,20070421,200704211,White House Press Conference,Cold Opening,,32
1,20070421,200704212,,Monologue,,32
2,20070421,200704213,Live with Regis & Kelly,Show,208.0,32
3,20070421,200704214,Prom Dress Shopping,Sketch,,32
4,20070421,200704215,SNL Digital Short - Roy Rules!,Film,230.0,32
5,20070421,200704216,Mike's Marbleopolis,Commercial,,32
6,20070421,200704217,WIIX News,Sketch,,32
7,20070421,200704218,"""Earth Intruders""",Musical Performance,,32
8,20070421,200704219,,Weekend Update,,32
9,20070421,2007042110,Kuatos,Sketch,,32
10,20070421,2007042111,News Makers,Show,,32
11,20070421,2007042112,Torboto,Cartoon,,32
12,20070421,2007042113,"""Wanderlust""",Musical Performance,,32
13,20070421,2007042114,,Goodnights,,32
0,20070414,200704141,Wings Of Hope,Cold Opening,,32
1,20070414,200704142,,Monologue,,32
2,20070414,200704143,The Hathaway Moustache Ride Company,Commercial,,32
3,20070414,200704144,Prince Show,Show,219.0,32
4,20070414,200704145,Buying Beer,Sketch,,32
5,20070414,200704146,The Dakota Fanning Show,Show,238.0,32
6,20070414,200704147,SNL Digital Short - Dear Sister,Film,230.0,32
7,20070414,200704148,Sofa King,Commercial,,32
8,20070414,200704149,"""Girlfriend""",Musical Performance,,32
9,20070414,2007041410,,Weekend Update,,32
10,20070414,2007041411,Knife Salesmen,Sketch,,32
11,20070414,2007041412,An Intimate Moment with John Mayer & Jessica Simpson,Sketch,,32
12,20070414,2007041413,"""I Can Do Better""",Musical Performance,,32
13,20070414,2007041414,Shia & Maya,Sketch,,32
14,20070414,2007041415,,Goodnights,,32
0,20070324,200703241,Bush's Press Conference,Cold Opening,,32
1,20070324,200703242,,Monologue,,32
2,20070324,200703243,SNL Digital Short - United Way,Film,230.0,32
3,20070324,200703244,Bronx Beat,Show,236.0,32
4,20070324,200703245,ESPN's NCAA Tournament Pool Party,Show,,32
5,20070324,200703246,Party Pooper,Sketch,,32
6,20070324,200703247,Maraka,Cartoon,,32
7,20070324,200703248,Locker Room Motivation,Sketch,,32
8,20070324,200703249,"""Before He Cheats""",Musical Performance,,32
9,20070324,2007032410,,Weekend Update,,32
10,20070324,2007032411,300,Sketch,,32
11,20070324,2007032412,"""Wasted""",Musical Performance,,32
12,20070324,2007032413,Porch Talk,Sketch,,32
13,20070324,2007032414,The Mercedes 550,Commercial,,32
14,20070324,2007032415,Air Force One,Commercial,,32
15,20070324,2007032416,,Goodnights,,32
0,20070317,200703171,SNL Special Report,Cold Opening,,32
1,20070317,200703172,,Monologue,,32
2,20070317,200703173,Oprah,Show,151.0,32
3,20070317,200703174,Monex,Commercial,,32
4,20070317,200703175,R.P.S.,Sketch,,32
5,20070317,200703176,La Rivista Della Televisione,Show,239.0,32
6,20070317,200703177,"""You're All I Have""",Musical Performance,,32
7,20070317,200703178,,Weekend Update,,32
8,20070317,200703179,Deep House Dish,Show,231.0,32
9,20070317,2007031710,CBS Cares,Sketch,,32
10,20070317,2007031711,Homebots,Sketch,,32
11,20070317,2007031712,"""Chasing Cars""",Musical Performance,,32
12,20070317,2007031713,The Search for the Next Doll,Commercial,,32
13,20070317,2007031714,,Goodnights,,32
0,20070224,200702241,The Situation Room,Cold Opening,233.0,32
1,20070224,200702242,,Monologue,,32
2,20070224,200702243,Song Memories,Sketch,,32
3,20070224,200702244,SNL Digital Short - Business Meeting,Film,230.0,32
4,20070224,200702245,Art Dealers,Sketch,,32
5,20070224,200702246,Peeping Jerry,Sketch,,32
6,20070224,200702247,"""Intervention""",Musical Performance,,32
7,20070224,200702248,,Weekend Update,,32
8,20070224,200702249,First Day at Work,Sketch,,32
9,20070224,2007022410,White Possum Scream,Commercial,,32
10,20070224,2007022411,River Bliss,Sketch,,32
11,20070224,2007022412,"""Keep the Car Running""",Musical Performance,,32
12,20070224,2007022413,,Goodnights,,32
0,20070210,200702101,Happy Valentine's Day From The Cheney Family,Cold Opening,,32
1,20070210,200702102,,Monologue,,32
2,20070210,200702103,Bronx Beat,Show,236.0,32
3,20070210,200702104,SNL Digital Short - Andy Popping Into Frame,Film,230.0,32
4,20070210,200702105,Assagio's,Sketch,,32
5,20070210,200702106,Urigro,Commercial,,32
6,20070210,200702107,Man Versus Beast Tournament Of Champions: The Road To The Final Four,Show,,32
7,20070210,200702108,"""Stupid Boy""",Musical Performance,,32
8,20070210,200702109,,Weekend Update,,32
9,20070210,2007021010,Love Whitney: Whitney Houston's Valentine's Day Special,Show,,32
10,20070210,2007021011,Am I A Crazy Street Person?,Game Show,,32
11,20070210,2007021012,"""Once In A Lifetime""",Musical Performance,,32
12,20070210,2007021013,Staten Island Zoo,Commercial,,32
13,20070210,2007021014,,Goodnights,,32
0,20070203,200702031,American Idol,Cold Opening,213.0,32
1,20070203,200702032,,Monologue,,32
2,20070203,200702033,The Dakota Fanning Show,Show,238.0,32
3,20070203,200702034,Poison Therapy,Sketch,,32
4,20070203,200702035,SNL Digital Short - Body Fuzion,Film,230.0,32
5,20070203,200702036,Target,Sketch,,32
6,20070203,200702037,Job Interview,Sketch,,32
7,20070203,200702038,"""Smile""",Musical Performance,,32
8,20070203,200702039,,Weekend Update,,32
9,20070203,2007020310,Versace Super Bowl Party,Show,,32
10,20070203,2007020311,Jo-Jo the Valet,Sketch,,32
11,20070203,2007020312,Firestarter Brand Smoked Sausages,Commercial,,32
12,20070203,2007020313,"""LDN""",Musical Performance,,32
13,20070203,2007020314,Formosa Cafe,Sketch,,32
14,20070203,2007020315,Nelson's Baby Toupees,Commercial,,32
15,20070203,2007020316,,Goodnights,,32
0,20070120,200701201,Hardball,Cold Opening,188.0,32
1,20070120,200701202,,Monologue,,32
2,20070120,200701203,Urigro,Commercial,,32
3,20070120,200701204,AFC Championship,Sketch,,32
4,20070120,200701205,Fun With Real Audio - 2007: The Year In Review,Cartoon,135.0,32
5,20070120,200701206,The First Person In The History Of The World To Dance,Sketch,,32
6,20070120,200701207,MacGruber,Sketch,237.0,32
7,20070120,200701208,Two A-Holes at an Adoption Agency,Sketch,,32
8,20070120,200701209,MacGruber,Sketch,237.0,32
9,20070120,2007012010,"""Love Like Winter""",Musical Performance,,32
10,20070120,2007012011,,Weekend Update,,32
11,20070120,2007012012,Blizzard Man,Sketch,,32
12,20070120,2007012013,MacGruber,Sketch,237.0,32
13,20070120,2007012014,Crystal Falls Town Council,Sketch,,32
14,20070120,2007012015,SNL Digital Short - Nurse Nancy,Film,230.0,32
15,20070120,2007012016,"""Miss Murder""",Musical Performance,,32
16,20070120,2007012017,Lansford Brothers & Associates: Hangmen-At-Law,Commercial,,32
17,20070120,2007012018,,In Memoriam,,32
18,20070120,2007012019,,Goodnights,,32
0,20070113,200701131,More Troops,Cold Opening,,32
1,20070113,200701132,,Monologue,,32
2,20070113,200701133,Deep House Dish,Show,231.0,32
3,20070113,200701134,Bronx Beat,Show,236.0,32
4,20070113,200701135,Trump Press Conference,Sketch,,32
5,20070113,200701136,Cool Food,Sketch,,32
6,20070113,200701137,SNL Digital Short - Laser Cats! 2,Film,230.0,32
7,20070113,200701138,Stock Footage Awards,Award Show,,32
8,20070113,200701139,"""Phantom Limb""",Musical Performance,,32
9,20070113,2007011310,,Weekend Update,,32
10,20070113,2007011311,Law & Order Master Class,Sketch,,32
11,20070113,2007011312,Wheelchair Dates,Sketch,,32
12,20070113,2007011313,"""New Slang""",Musical Performance,,32
13,20070113,2007011314,"Kaplan, Liebowitz & Dolemite",Commercial,,32
14,20070113,2007011315,,Goodnights,,32
0,20061216,200612161,Santa's My Boyfriend,Cold Opening,,32
1,20061216,200612162,,Monologue,,32
2,20061216,200612163,Competing Charities,Sketch,,32
3,20061216,200612164,Target,Sketch,,32
4,20061216,200612165,SNL Digital Short - A Special Box,Film,230.0,32
5,20061216,200612166,The Barry Gibb Talk Show,Show,215.0,32
6,20061216,200612167,Dry Eyes,Game Show,,32
7,20061216,200612168,"""My Love""",Musical Performance,,32
8,20061216,200612169,,Weekend Update,,32
9,20061216,2006121610,Hip Hop Kids,Show,235.0,32
10,20061216,2006121611,Elf Audition,Sketch,,32
11,20061216,2006121612,A Holiday Message from Nancy Grace,Miscellaneous,,32
12,20061216,2006121613,"""What Goes Around""",Musical Performance,,32
13,20061216,2006121614,,Goodnights,,32
0,20061209,200612091,Bush's Plan for Iraq,Cold Opening,,32
1,20061209,200612092,,Monologue,,32
2,20061209,200612093,SNL Digital Short - Apocalypto,Film,230.0,32
3,20061209,200612094,Good morning: I hate this town,Show,,32
4,20061209,200612095,Diddy Kiddies,Cartoon,,32
5,20061209,200612096,Student-Teacher Romance,Sketch,,32
6,20061209,200612097,Two A-Holes in a Live Nativity Scene,Sketch,,32
7,20061209,200612098,SNL Digital Short - Anger Problem,Film,230.0,32
8,20061209,200612099,Buyer Beware,Show,,32
9,20061209,2006120910,"""Wind It Up""",Musical Performance,,32
10,20061209,2006120911,,Weekend Update,,32
11,20061209,2006120912,Monster Under The Bed,Sketch,,32
12,20061209,2006120913,Valtrex,Commercial,,32
13,20061209,2006120914,After Work Snack,Sketch,,32
14,20061209,2006120915,"""I Wanna Love You""",Musical Performance,,32
15,20061209,2006120916,Stanfield & Partlow,Commercial,,32
16,20061209,2006120917,,Goodnights,,32
0,20061202,200612021,Iraq Press Conference,Cold Opening,,32
1,20061202,200612022,,Monologue,,32
2,20061202,200612023,Sale Mart,Commercial,,32
3,20061202,200612024,Nancy Grace,Show,234.0,32
4,20061202,200612025,Deep House Dish,Show,231.0,32
5,20061202,200612026,"""Lost"" Theories",Sketch,,32
6,20061202,200612027,"""Kickapoo""",Musical Performance,,32
7,20061202,200612028,,Weekend Update,,32
8,20061202,200612029,Mountain Man,Sketch,,32
9,20061202,2006120210,History Buff,Sketch,,32
10,20061202,2006120211,The First Chocolate,Sketch,,32
11,20061202,2006120212,"""The Metal""",Musical Performance,,32
12,20061202,2006120213,,Goodnights,,32
0,20061118,200611181,A Message from the President,Cold Opening,,32
1,20061118,200611182,,Monologue,,32
2,20061118,200611183,Young Douglas: Hypin' The Classics,Commercial,,32
3,20061118,200611184,The Bitchslap Method,Commercial,,32
4,20061118,200611185,The O'Reilly Factor,Show,200.0,32
5,20061118,200611186,Booty Bidness Workwear,Commercial,,32
6,20061118,200611187,Blizzard Man,Sketch,,32
7,20061118,200611188,"""Money Maker""",Musical Performance,,32
8,20061118,200611189,,Weekend Update,,32
9,20061118,2006111810,Pool Watch,Show,,32
10,20061118,2006111811,Hair Transplant,Sketch,,32
11,20061118,2006111812,Lesbian Cruise,Sketch,,32
12,20061118,2006111813,"""Runaway Love""",Musical Performance,,32
13,20061118,2006111814,Two Old Men,Sketch,,32
14,20061118,2006111815,,Goodnights,,32
0,20061111,200611111,A Message from the Speaker Elect,Cold Opening,,32
1,20061111,200611112,,Monologue,,32
2,20061111,200611113,e-zdate.com,Commercial,,32
3,20061111,200611114,Britney's Divorce,Sketch,,32
4,20061111,200611115,Saddam's Defense Team,Sketch,,32
5,20061111,200611116,Valtrex,Commercial,,32
6,20061111,200611117,Carpool,Sketch,,32
7,20061111,200611118,Kobayashi,Cartoon,,32
8,20061111,200611119,The Platinum Lounge,Sketch,,32
9,20061111,2006111110,"""Ain't No Other Man""",Musical Performance,,32
10,20061111,2006111111,,Weekend Update,,32
11,20061111,2006111112,The Tony Bennett Show,Show,202.0,32
12,20061111,2006111113,Brazilian Bar,Sketch,,32
13,20061111,2006111114,"""Hurt""",Musical Performance,,32
14,20061111,2006111115,A Moment with the Out-Of-Breath Jogger from 1992,Miscellaneous,,32
15,20061111,2006111116,"""Steppin' Out With My Baby""",Musical Performance,,32
16,20061111,2006111117,,Goodnights,,32
0,20061028,200610281,Kazakhstan Ministry of Information,Cold Opening,,32
1,20061028,200610282,,Monologue,,32
2,20061028,200610283,Most Haunted,Show,,32
3,20061028,200610284,Political Attack Ads,Cartoon,,32
4,20061028,200610285,National Anthem,Sketch,,32
5,20061028,200610286,Advance Man,Sketch,,32
6,20061028,200610287,Hardball,Show,188.0,32
7,20061028,200610288,Protest Song,Musical Performance,,32
8,20061028,200610289,"""Nausea""",Musical Performance,,32
9,20061028,2006102810,,Weekend Update,,32
10,20061028,2006102811,Trust Your Physician,Sketch,,32
11,20061028,2006102812,The Curse of Frankenstein,Sketch,,32
12,20061028,2006102813,"""Clap Hands""",Musical Performance,,32
13,20061028,2006102814,Job Interview,Sketch,,32
14,20061028,2006102815,,Goodnights,,32
0,20061021,200610211,Special Report,Cold Opening,,32
1,20061021,200610212,,Monologue,,32
2,20061021,200610213,Colonial Williamsburg,Sketch,,32
3,20061021,200610214,Swimming Lesson,Sketch,,32
4,20061021,200610215,Kim Jong Il's Address,Sketch,,32
5,20061021,200610216,Two A-Holes Work Out with a Trainer,Sketch,,32
6,20061021,200610217,"""Welcome To The Black Parade""",Musical Performance,,32
7,20061021,200610218,,Weekend Update,,32
8,20061021,200610219,She's a Mess,Sketch,,32
9,20061021,2006102110,House of Carters,Commercial,,32
10,20061021,2006102111,SNL Digital Short - Harpoon Man,Film,230.0,32
11,20061021,2006102112,McMillan Family Moment,Miscellaneous,,32
12,20061021,2006102113,The Bear Shark Project,Sketch,,32
13,20061021,2006102114,McMillan Family Moment,Miscellaneous,,32
14,20061021,2006102115,"""Cancer""",Musical Performance,,32
15,20061021,2006102116,McMillan Family Moment,Miscellaneous,,32
16,20061021,2006102117,,Goodnights,,32
0,20061007,200610071,A Message from the Speaker,Cold Opening,,32
1,20061007,200610072,,Monologue,,32
2,20061007,200610073,Nancy Grace,Show,234.0,32
3,20061007,200610074,New York City Stories,Film,,32
4,20061007,200610075,Jon Bovi,Sketch,,32
5,20061007,200610076,WVIR News,Sketch,,32
6,20061007,200610077,New York City Stories,Film,,32
7,20061007,200610078,St. Ambrose School,Sketch,,32
8,20061007,200610079,"""Put Your Records On""",Musical Performance,,32
9,20061007,2006100710,,Weekend Update,,32
10,20061007,2006100711,The Nascarettes,Sketch,,32
11,20061007,2006100712,New York City Stories,Film,,32
12,20061007,2006100713,Big Wigs,Sketch,,32
13,20061007,2006100714,Kuato,Sketch,,32
14,20061007,2006100715,"""Like A Star""",Musical Performance,,32
15,20061007,2006100716,Porch Talk,Sketch,,32
16,20061007,2006100717,A Moment with the Out-Of-Breath Jogger from 1982,Miscellaneous,,32
17,20061007,2006100718,,Goodnights,,32
0,20060930,200609301,Comptroller Rally,Cold Opening,,32
1,20060930,200609302,,Monologue,,32
2,20060930,200609303,Airport Security Seminar,Sketch,,32
3,20060930,200609304,Hugo Chavez Political Roundup,Show,,32
4,20060930,200609305,SNL Digital Short - Cubicle Fight,Film,230.0,32
5,20060930,200609306,Al Pacino Checks His Bank Balance,Sketch,,32
6,20060930,200609307,"""When You Were Young""",Musical Performance,,32
7,20060930,200609308,,Weekend Update,,32
8,20060930,200609309,Poland Spring Delivery Men,Sketch,,32
9,20060930,2006093010,"""Bones""",Musical Performance,,32
10,20060930,2006093011,Ocean Save,Miscellaneous,,32
11,20060930,2006093012,Closing Time,Sketch,,32
12,20060930,2006093013,Geico,Commercial,,32
13,20060930,2006093014,,Goodnights,,32
0,20060520,200605201,Anderson Cooper 360,Cold Opening,227.0,31
1,20060520,200605202,,Monologue,,31
2,20060520,200605203,Two A-Holes At A Crime Scene,Sketch,,31
3,20060520,200605204,Oprah Winfrey's Legends Ball Special,Commercial,,31
4,20060520,200605205,Carol!,Sketch,229.0,31
5,20060520,200605206,Fun With Real Audio - All-New Presidential Outtakes,Cartoon,135.0,31
6,20060520,200605207,Andy's Excuse,Miscellaneous,,31
7,20060520,200605208,"""Promiscuous""",Musical Performance,,31
8,20060520,200605209,,Weekend Update,,31
9,20060520,2006052010,The Falconer,Sketch,204.0,31
10,20060520,2006052011,SNL Digital Short - Andy Walking,Film,230.0,31
11,20060520,2006052012,Legends of History,Show,,31
12,20060520,2006052013,"""Maneater""",Musical Performance,,31
13,20060520,2006052014,I Do Not Agree With Many Of This Administration's Policies,Commercial,,31
14,20060520,2006052015,,Goodnights,,31
0,20060513,200605131,Parallel Earth,Cold Opening,,31
1,20060513,200605132,,Monologue,,31
2,20060513,200605133,tech pack,Commercial,,31
3,20060513,200605134,Bum Attention,Sketch,,31
4,20060513,200605135,The Morning Show,Show,,31
5,20060513,200605136,MySpace Seminar,Sketch,,31
6,20060513,200605137,"""How Can You Live In the Northeast""",Musical Performance,,31
7,20060513,200605138,,Weekend Update,,31
8,20060513,200605139,Charades,Game Show,,31
9,20060513,2006051310,Unsolved Mysteries,Sketch,,31
10,20060513,2006051311,"""Outrageous""",Musical Performance,,31
11,20060513,2006051312,SNL Digital Short - Peyote,Film,230.0,31
12,20060513,2006051313,,In Memoriam,,31
13,20060513,2006051314,,Goodnights,,31
0,20060506,200605061,The Gas Plan,Cold Opening,,31
1,20060506,200605062,,Monologue,,31
2,20060506,200605063,Wheel of Fortune,Game Show,,31
3,20060506,200605064,Kaitlin's Iguana,Sketch,,31
4,20060506,200605065,SNL Digital Short - Ariel & Efrim,Film,230.0,31
5,20060506,200605066,Universal Theme Park,Sketch,,31
6,20060506,200605067,"""Dani California""",Musical Performance,,31
7,20060506,200605068,,Weekend Update,,31
8,20060506,200605069,Claremont Yoga Center,Sketch,,31
9,20060506,2006050610,Colin's Place,Show,,31
10,20060506,2006050611,"""Give It Away""",Musical Performance,,31
11,20060506,2006050612,Tennis Players,Sketch,,31
12,20060506,2006050613,,Goodnights,,31
0,20060415,200604151,The Situation Room,Cold Opening,233.0,31
1,20060415,200604152,,Monologue,,31
2,20060415,200604153,Neutrogena Coin Slot Cream,Commercial,,31
3,20060415,200604154,Deep House Dish,Show,231.0,31
4,20060415,200604155,Journey To The Disney Vault,Cartoon,,31
5,20060415,200604156,The O'Reilly Factor,Show,200.0,31
6,20060415,200604157,Chocolate Cake,Sketch,,31
7,20060415,200604158,SNL Digital Short - Laser Cats!,Film,230.0,31
8,20060415,200604159,"""World Wide Suicide""",Musical Performance,,31
9,20060415,2006041510,,Weekend Update,,31
10,20060415,2006041511,Debbie Downer,Sketch,222.0,31
11,20060415,2006041512,First Night Out,Sketch,,31
12,20060415,2006041513,"""Severed Hand""",Musical Performance,,31
13,20060415,2006041514,Movie Archives,Show,,31
14,20060415,2006041515,,Goodnights,,31
0,20060408,200604081,Anderson Cooper 360,Cold Opening,227.0,31
1,20060408,200604082,,Monologue,,31
2,20060408,200604083,Basic Instinct 2: The Return Of The Beaver,Commercial,,31
3,20060408,200604084,Deal Or No Deal,Game Show,232.0,31
4,20060408,200604085,Voice Recording Blind Date,Sketch,,31
5,20060408,200604086,Besos Y Lagrimas,Show,220.0,31
6,20060408,200604087,The 13th Annual Women's Basketball Coaches' Fashion Awards,Award Show,,31
7,20060408,200604088,"""Be Without You""",Musical Performance,,31
8,20060408,200604089,,Weekend Update,,31
9,20060408,2006040810,Antonio's Stand-In,Sketch,,31
10,20060408,2006040811,Rascals Karaoke,Sketch,,31
11,20060408,2006040812,Immigration Issues,Miscellaneous,,31
12,20060408,2006040813,"""Enough Cryin""",Musical Performance,,31
13,20060408,2006040814,Wine Tasting,Sketch,,31
14,20060408,2006040815,,Goodnights,,31
0,20060311,200603111,Spring Break,Cold Opening,,31
1,20060311,200603112,,Monologue,,31
2,20060311,200603113,prisonmate.net,Commercial,,31
3,20060311,200603114,SportsCenter,Show,,31
4,20060311,200603115,SNL Digital Short - Doppelgangers,Film,230.0,31
5,20060311,200603116,2 A-Holes at a Travel Agency,Sketch,,31
6,20060311,200603117,How To Order Sushi Like A CEO,Commercial,,31
7,20060311,200603118,J.J. Casuals,Commercial,,31
8,20060311,200603119,Joplin: Alive! podcast,Show,,31
9,20060311,2006031110,"""I Bet You Look Good On The Dancefloor""",Musical Performance,,31
10,20060311,2006031111,,Weekend Update,,31
11,20060311,2006031112,Vincent Price's St. Patrick's Day Special,Show,,31
12,20060311,2006031113,Relaxation Tape,Sketch,,31
13,20060311,2006031114,Appalachian Emergency Room,Show,218.0,31
14,20060311,2006031115,"""A Certain Romance""",Musical Performance,,31
15,20060311,2006031116,DeCicco Brothers Unicornery,Commercial,,31
16,20060311,2006031117,,Goodnights,,31
0,20060304,200603041,Bush's Address,Cold Opening,,31
1,20060304,200603042,,Monologue,,31
2,20060304,200603043,Nelson's Baby Toupees,Commercial,,31
3,20060304,200603044,Jamba Juice,Sketch,,31
4,20060304,200603045,Larry King Live,Show,108.0,31
5,20060304,200603046,The Needlers,Sketch,228.0,31
6,20060304,200603047,Belated Black History Moment,Miscellaneous,,31
7,20060304,200603048,Art Dealers,Sketch,,31
8,20060304,200603049,"""Dance, Dance""",Musical Performance,,31
9,20060304,2006030410,,Weekend Update,,31
10,20060304,2006030411,Bar Mitzvah,Sketch,,31
11,20060304,2006030412,SNL Digital Short - A Day in the Life of Natalie Portman,Film,230.0,31
12,20060304,2006030413,"""Sugar, We're Goin Down""",Musical Performance,,31
13,20060304,2006030414,Fire Alert 3000,Commercial,,31
14,20060304,2006030415,,Goodnights,,31
0,20060204,200602041,The Sabotage of Baldwin,Cold Opening,,31
1,20060204,200602042,,Monologue,,31
2,20060204,200602043,A Teddy Bear Holding a Heart,Commercial,,31
3,20060204,200602044,Oprah,Show,151.0,31
4,20060204,200602045,Don't Buy Stuff You Cannot Afford,Commercial,,31
5,20060204,200602046,Hamas Party,Sketch,,31
6,20060204,200602047,SNL Digital Short - Two Inches,Film,230.0,31
7,20060204,200602048,Quick Zoom Theater,Sketch,,31
8,20060204,200602049,"""Fury""",Musical Performance,,31
9,20060204,2006020410,,Weekend Update,,31
10,20060204,2006020411,Super Bowl National Anthem,Sketch,,31
11,20060204,2006020412,Backstage,Miscellaneous,,31
12,20060204,2006020413,Prince Show,Show,219.0,31
13,20060204,2006020414,State of the Galaxy 2145,Sketch,,31
14,20060204,2006020415,SNL Digital Short - The Tangent,Film,230.0,31
15,20060204,2006020416,Surfers,Sketch,,31
16,20060204,2006020417,"""Beautiful, Loved & Blessed""",Musical Performance,,31
17,20060204,2006020418,Naturally Crafting,Show,,31
18,20060204,2006020419,,Goodnights,,31
0,20060121,200601211,Anderson Cooper 360,Cold Opening,227.0,31
1,20060121,200601212,,Monologue,,31
2,20060121,200601213,Nelson's Baby Toupees,Commercial,,31
3,20060121,200601214,Target,Sketch,,31
4,20060121,200601215,Pirate Convention,Sketch,,31
5,20060121,200601216,Carol!,Sketch,229.0,31
6,20060121,200601217,SNL Digital Short - Young Chuck Norris,Film,230.0,31
7,20060121,200601218,Cat Fancy Magazine,Sketch,,31
8,20060121,200601219,"""Juicebox""",Musical Performance,,31
9,20060121,2006012110,,Weekend Update,,31
10,20060121,2006012111,Gays in Space,Show,226.0,31
11,20060121,2006012112,Fairmount Suites Inn,Sketch,,31
12,20060121,2006012113,Elderly Wiretap,Sketch,,31
13,20060121,2006012114,"""You Only Live Once""",Musical Performance,,31
14,20060121,2006012115,Peter Sarsgaard's SARS Guards,Commercial,,31
15,20060121,2006012116,,Goodnights,,31
0,20060114,200601141,The 700 Gang,Cold Opening,,31
1,20060114,200601142,,Monologue,,31
2,20060114,200601143,Taco Town,Commercial,,31
3,20060114,200601144,Deep House Dish,Show,231.0,31
4,20060114,200601145,Smorgasbord,Show,,31
5,20060114,200601146,Darwin,Cartoon,,31
6,20060114,200601147,Mike & Toni's Chandelier Galaxy,Commercial,,31
7,20060114,200601148,Duluth Live,Show,,31
8,20060114,200601149,"""Soul Meets Body""",Musical Performance,,31
9,20060114,2006011410,,Weekend Update,,31
10,20060114,2006011411,My Super Sweet 16,Show,,31
11,20060114,2006011412,Once in a Lifetime Jewelers,Sketch,,31
12,20060114,2006011413,Submarine Affair,Sketch,,31
13,20060114,2006011414,"""Crooked Teeth""",Musical Performance,,31
14,20060114,2006011415,Mr. Willoughby,Commercial,,31
15,20060114,2006011416,,Goodnights,,31
0,20051217,200512171,Santa Cheney,Cold Opening,,31
1,20051217,200512172,,Monologue,,31
2,20051217,200512173,Stuart Little Mouse Removal Kit,Commercial,,31
3,20051217,200512174,The Wind,Sketch,,31
4,20051217,200512175,Appalachian Emergency Room,Show,218.0,31
5,20051217,200512176,Christmastime for the Jews,Film,,31
6,20051217,200512177,Channel 5 Photo Shoot,Sketch,,31
7,20051217,200512178,SNL Digital Short - Lazy Sunday,Film,230.0,31
8,20051217,200512179,"""It's A Dream""",Musical Performance,,31
9,20051217,2005121710,,Weekend Update,,31
10,20051217,2005121711,A Very Downer Christmas,Sketch,,31
11,20051217,2005121712,Deserted Moon,Sketch,,31
12,20051217,2005121713,two A-Holes Buying a Christmas Tree,Sketch,,31
13,20051217,2005121714,Spelling Bee,Sketch,,31
14,20051217,2005121715,"""He Was the King""",Musical Performance,,31
15,20051217,2005121716,,Goodnights,,31
0,20051210,200512101,Saddam in Prison,Cold Opening,,31
1,20051210,200512102,,Monologue,,31
2,20051210,200512103,Tylenol BM,Commercial,,31
3,20051210,200512104,Face Transplant,Sketch,,31
4,20051210,200512105,The O'Reilly Factor,Show,200.0,31
5,20051210,200512106,Celebrity Mugshot Poker,Cartoon,,31
6,20051210,200512107,Brokeback Goldmine,Commercial,,31
7,20051210,200512108,"""Don't Bother""",Musical Performance,,31
8,20051210,200512109,,Weekend Update,,31
9,20051210,2005121010,The Tony Bennett Show,Show,202.0,31
10,20051210,2005121011,Carol!,Sketch,229.0,31
11,20051210,2005121012,Hot Dog Family,Sketch,,31
12,20051210,2005121013,Medicare,Commercial,,31
13,20051210,2005121014,"""La Tortura""",Musical Performance,,31
14,20051210,2005121015,Elf Motivation,Sketch,,31
15,20051210,2005121016,,Goodnights,,31
0,20051203,200512031,The Tree Re-Lighting,Cold Opening,,31
1,20051203,200512032,,Monologue,,31
2,20051203,200512033,The Morning Announcements,Sketch,,31
3,20051203,200512034,Taco Town,Commercial,,31
4,20051203,200512035,The Long Ride Home: The Jay Feely Story,Show,,31
5,20051203,200512036,Turtleneck,Sketch,,31
6,20051203,200512037,SNL Digital Short - Lettuce,Film,230.0,31
7,20051203,200512038,Target,Sketch,,31
8,20051203,200512039,"""You're Beautiful""",Musical Performance,,31
9,20051203,2005120310,,Weekend Update,,31
10,20051203,2005120311,One-Day Coma,Sketch,,31
11,20051203,2005120312,Fight Back,Show,,31
12,20051203,2005120313,"""Goodbye My Lover""",Musical Performance,,31
13,20051203,2005120314,Morgan Stanley,Commercial,,31
14,20051203,2005120315,,Goodnights,,31
0,20051119,200511191,Special Report,Cold Opening,,31
1,20051119,200511192,,Monologue,,31
2,20051119,200511193,Fire Alert 3000,Commercial,,31
3,20051119,200511194,The Spammies,Award Show,,31
4,20051119,200511195,Deep House Dish,Show,231.0,31
5,20051119,200511196,Morgan Stanley,Commercial,,31
6,20051119,200511197,The Needlers,Sketch,228.0,31
7,20051119,200511198,Vincent Price's Thanksgiving Special 1958,Show,,31
8,20051119,200511199,"""Twisted Transistor""",Musical Performance,,31
9,20051119,2005111910,,Weekend Update,,31
10,20051119,2005111911,"What Really Happened At The ""Desperate Housewives"" Vanity Fair Photo Shoot",Sketch,,31
11,20051119,2005111912,Trapped in the Closet Two: Still Trapped in the Closet,Commercial,,31
12,20051119,2005111913,Helga Englehart and Her Three Living Brothers,Commercial,,31
13,20051119,2005111914,"""Freak On A Leash""",Musical Performance,,31
14,20051119,2005111915,Firmium,Commercial,,31
15,20051119,2005111916,,Goodnights,,31
