sid,eid,tid,aid,actorType
4,20,1979052614,MiOD,cast
6,13,1981041112,Chevy Chase,cameo
6,13,1981041112,Christopher Reeve,cameo
6,13,1981041112,Robin Williams,cameo
6,13,1981041115,DeDi,cast
6,13,1981041115,RoDu,cast
6,13,1981041115,GaMa,cast
6,13,1981041114,DeDi,cast
6,13,1981041114,RoDu,cast
6,13,1981041114,EdMu,cast
6,13,1981041114,JoPi,cast
6,13,1981041114,ToRo,cast
6,13,1981041113,Jr. Walker & The All Stars,music
6,13,1981041111,TiKa,cast
6,13,1981041111,JoPi,cast
6,13,1981041110,TiKa,cast
6,13,1981041110,ToRo,cast
6,13,198104119,RoDu,cast
6,13,198104119,TiKa,cast
6,13,198104119,EdMu,cast
6,13,198104119,MiOD,cast
6,13,198104119,JoPi,cast
6,13,198104119,ToRo,cast
6,12,1981030716,Bill Murray,host
6,12,1981030716,DeDi,cast
6,12,1981030713,GiGo,cast
6,12,1981030713,GaMa,cast
6,12,1981030713,JoPi,cast
6,12,1981030713,CaRo,cast
6,12,1981030712,Bill Murray,host
6,12,1981030712,BrDM,cast
6,12,1981030715,Delbert McClinton,music
6,12,1981030715,Bonnie Bramlett,cameo
6,12,1981030711,CaRo,cast
6,12,1981030711,JoPi,cast
6,12,1981030714,Bill Murray,host
6,12,1981030714,MaLa,cast
6,12,1981030714,AnRi,cast
6,12,198103079,Bill Murray,host
6,12,198103076,Delbert McClinton,music
6,12,198103076,Bonnie Bramlett,cameo
6,12,198103076,RoCu,crew
6,12,198103076,ToMa,crew
6,12,198103076,LoMa,crew
6,12,198103076,AlPR,crew
6,12,198103078,DeDi,cast
6,12,198103078,GiGo,cast
6,12,198103078,GaMa,cast
6,12,198103078,EdMu,cast
6,12,198103078,JoPi,cast
6,12,198103077,Mark King,cameo
6,12,198103074,Bill Murray,host
6,12,198103074,DeDi,cast
6,12,198103074,MaLa,cast
6,12,198103074,AnRi,cast
6,12,198103074,CaRo,cast
6,12,198103073,JoPi,cast
6,12,198103072,Bill Murray,host
6,12,198103072,EdMu,cast
6,12,198103071,Bill Murray,host
6,12,198103071,DeDi,cast
6,12,198103071,GiGo,cast
6,12,198103071,GaMa,cast
6,12,198103071,EdMu,cast
6,12,198103071,JoPi,cast
6,12,198103071,AnRi,cast
6,12,198103071,CaRo,cast
6,13,198104112,YvHu,cast
6,13,198104112,TiKa,cast
6,13,198104112,GaMa,cast
6,13,198104112,JoPi,cast
6,13,198104112,ToRo,cast
6,13,198104116,Jr. Walker & The All Stars,music
6,13,198104118,GaMa,cast
6,13,198104117,Chevy Chase,cameo
6,13,198104117,EdMu,cast
6,13,198104117,LaMe,cast
6,13,198104114,TiKa,cast
6,13,198104114,ToRo,cast
6,13,198104113,DeDi,cast
6,13,198104113,EdMu,cast
6,13,198104113,JoPi,cast
6,13,198104113,LiWe,crew
6,13,198104117,Al Franken,cameo
3,20,1978052013,Sun Ra,music
3,20,1978052012,ToDa,cast
3,20,1978052012,AlFr,cast
3,20,1978052011,DaAy,cast
3,20,1978052011,GaMo,cast
3,20,1978052011,LaNe,cast
3,20,1978052011,GiRa,cast
6,13,198104111,Chevy Chase,cameo
6,13,198104111,DeDi,cast
3,20,197805209,Buck Henry,host
3,20,197805209,JaCu,cast
3,20,197805208,LaNe,cast
3,20,197805208,MiOD,cast
3,20,197805207,Buck Henry,host
3,20,197805207,DaAy,cast
3,20,197805207,JoBe,cast
3,20,197805207,JaCu,cast
3,20,197805207,GaMo,cast
3,20,197805207,BiMu,cast
3,20,197805207,LaNe,cast
3,20,197805207,DoNo,cast
3,20,197805207,GiRa,cast
3,20,197805207,ToSc,cast
3,20,197805201,DaAy,cast
3,20,197805201,BrDM,cast
3,20,197805201,GaMo,cast
3,20,197805205,Buck Henry,host
3,20,197805205,DaAy,cast
3,20,197805205,JoBe,cast
3,20,197805205,JaCu,cast
3,20,197805205,MiLa,crew
3,20,197805205,GaMo,cast
3,20,197805205,AnMu,crew
3,20,197805205,BiMu,cast
3,20,197805202,Buck Henry,host
3,20,197805205,LaNe,cast
3,20,197805205,GiRa,cast
5,19,1980051712,Steve Martin,host
5,19,1980051712,JaCu,cast
5,19,1980051712,ToDa,cast
5,19,1980051712,AlFr,cast
5,19,1980051712,GaMo,cast
5,19,1980051712,BiMu,cast
5,19,1980051712,GiRa,cast
5,19,1980051711,GiRa,cast
5,19,1980051711,HaSh,cast
3,20,197805206,DaAy,cast
3,20,197805206,JaCu,cast
3,20,197805206,LaNe,cast
3,20,197805206,BiMu,cast
5,19,198005178,Paul McCartney,music
5,19,198005178,Linda McCartney,music
5,19,198005178,DoNo,cast
5,19,198005176,JaCu,cast
5,19,198005176,BiMu,cast
5,19,198005176,DoNo,cast
5,19,198005174,Steve Martin,host
5,19,198005174,JaCu,cast
5,19,198005174,BiMu,cast
5,19,198005174,LaNe,cast
5,19,198005174,GiRa,cast
5,19,198005174,HaSh,cast
5,19,1980051710,Steve Martin,host
5,19,1980051710,JaCu,cast
5,19,1980051710,BrDM,cast
5,19,1980051710,ToGa,crew
5,19,1980051710,LeMa,crew
5,19,1980051710,BiMu,cast
5,19,198005177,Steve Martin,host
5,19,198005177,ToDa,cast
5,19,198005177,BrDM,cast
5,19,198005177,AlFr,cast
5,19,198005177,GaMo,cast
5,19,198005177,BiMu,cast
5,19,198005177,LaNe,cast
5,19,198005177,GiRa,cast
5,19,198005179,Paul McCartney,music
5,19,198005179,Linda McCartney,music
5,19,1980051710,LaNe,cast
5,19,1980051710,SaPa,crew
5,19,1980051710,HaSh,cast
5,19,198005175,3-D,music
5,19,198005173,Steve Martin,host
5,19,198005173,JaCu,cast
5,19,198005173,JiDo,cast
5,19,198005173,ToGa,crew
5,19,198005173,GaMo,cast
5,19,198005173,BiMu,cast
5,19,198005173,LaNe,cast
5,19,198005173,MaPr,crew
5,19,198005173,GiRa,cast
5,19,198005173,HaSh,cast
5,19,198005173,AkYo,crew
5,20,1980052411,Andrae Crouch,music
5,20,1980052411,The Voices Of Unity,music
5,19,198005172,Steve Martin,host
5,20,1980052410,Buck Henry,host
5,20,198005249,Buck Henry,host
5,20,198005249,JaCu,cast
5,20,198005249,GaMo,cast
5,20,198005249,BiMu,cast
5,20,198005249,HaSh,cast
5,19,198005171,JaCu,cast
5,19,198005171,DoNo,cast
5,20,198005248,Buck Henry,host
5,20,198005248,AnBe,crew
5,20,198005248,JaCu,cast
5,20,198005248,AlFr,cast
5,20,198005248,YvHu,cast
5,20,198005248,LeMa,crew
5,20,198005248,GaMo,cast
5,20,1980052410,PeAy,cast
5,20,1980052410,ToDa,cast
5,20,1980052410,JiDo,cast
5,20,1980052410,BrDM,cast
5,20,1980052410,AlFr,cast
5,20,1980052410,BiMu,cast
5,20,1980052410,HaSh,cast
5,20,198005246,JaCu,cast
5,20,198005246,BiMu,cast
5,20,198005246,HaSh,cast
5,20,198005246,RiBe,crew
5,20,198005246,NiNi,crew
5,20,198005246,AnMu,crew
5,20,198005246,GaMo,cast
5,20,198005248,BiMu,cast
5,20,198005248,LaNe,cast
5,20,198005248,GiRa,cast
5,20,198005248,PaSh,cast
5,20,198005248,AkYo,crew
5,20,198005246,GiRa,cast
5,20,198005244,Buck Henry,host
5,20,198005244,JoDi,crew
5,20,198005244,GaMo,cast
5,20,198005244,BiMu,cast
5,20,198005244,LaNe,cast
5,20,198005244,GiRa,cast
5,20,198005243,Buck Henry,host
5,20,198005243,PeAy,cast
5,20,198005243,AnBe,crew
5,20,198005243,JaCu,cast
5,20,198005243,ToDa,cast
5,20,198005243,JiDo,cast
5,20,198005243,BrDM,cast
5,20,198005243,ToGa,crew
5,20,198005243,GaMo,cast
5,20,198005242,Buck Henry,host
5,20,198005242,LeMa,crew
5,20,198005242,MaNe,crew
5,20,198005242,DoPa,crew
5,20,198005242,LiWe,crew
5,20,198005242,WaWi,crew
5,20,198005241,JiDo,cast
5,20,198005241,BiMu,cast
5,20,198005241,PaSh,cast
5,20,198005241,HaSh,cast
5,10,1980020912,Chevy Chase,host
5,10,1980020912,Tom Scott,music
5,10,1980020912,HwJo,crew
5,10,1980020912,ToMa,crew
5,10,1980020912,MaMi,crew
5,10,1980020912,DaSa,crew
5,10,1980020912,PaSh,cast
5,10,1980020911,JaCu,cast
5,10,1980020911,BiMu,cast
5,10,1980020911,LaNe,cast
5,10,1980020911,HaSh,cast
5,10,1980020911,AkYo,crew
5,20,198005245,Andrew Gold,music
5,20,198005243,BiMu,cast
5,20,198005243,LaNe,cast
5,20,198005243,SaPa,crew
5,20,198005243,MaPr,crew
5,20,198005243,GiRa,cast
5,20,198005243,KaRo,crew
5,20,198005243,HaSh,cast
5,20,198005243,AlZw,cast
5,10,1980020912,HwSh,crew
5,10,1980020912,GeWa,crew
5,10,1980020912,BuWi,crew
5,10,198002095,Marianne Faithfull,music
5,10,198002095,GeWa,crew
5,10,198002099,Marianne Faithfull,music
5,10,198002099,GeWa,crew
5,10,198002098,Chevy Chase,host
5,10,198002098,PeAy,cast
5,10,198002098,MiLa,crew
5,10,198002098,NiNi,crew
5,10,198002098,HaSh,cast
5,10,198002097,Chevy Chase,host
5,10,198002097,Bert Convy,cameo
5,10,198002097,JaCu,cast
5,10,198002097,GaMo,cast
5,10,198002097,BiMu,cast
5,10,198002097,LaNe,cast
5,10,198002097,DoPa,crew
5,10,198002096,JaCu,cast
5,10,198002096,BiMu,cast
5,10,198002094,Chevy Chase,host
5,10,198002094,JaCu,cast
5,10,198002094,ToDa,cast
5,10,198002094,GaMo,cast
5,10,198002094,BiMu,cast
5,10,198002094,LaNe,cast
5,10,198002094,DoNo,cast
5,10,198002094,GiRa,cast
5,10,198002097,GiRa,cast
5,10,198002093,Chevy Chase,host
5,10,198002093,PeAy,cast
5,10,198002093,AnBe,crew
5,10,198002093,BrDM,cast
5,10,198002092,Chevy Chase,host
5,10,198002092,BiMu,cast
5,10,198002093,ToGa,crew
5,10,198002093,BiMu,cast
5,10,198002093,LaNe,cast
5,10,198002093,SaPa,crew
5,10,198002093,MaPr,crew
5,10,198002093,GiRa,cast
5,10,198002093,RoSu,crew
4,14,1979031010,Gary Busey,host
4,14,1979031010,Paul Butterfield,cameo
4,14,1979031010,Rick Danko,cameo
4,14,1979031010,BoCr,crew
4,14,1979031010,LeDG,crew
4,14,1979031010,HwJo,crew
4,14,197903109,Gary Busey,host
4,14,197903109,DaAy,cast
4,14,197903109,JoBe,cast
4,14,197903109,GaMo,cast
4,14,197903109,BiMu,cast
4,14,197903109,LaNe,cast
4,14,1979031010,BeJo,crew
4,14,1979031010,ToMa,crew
4,14,1979031010,LoMa,crew
4,14,1979031010,AlPR,crew
4,14,1979031010,BuWi,crew
4,14,197903108,AnMu,crew
4,14,197903108,BiMu,cast
4,14,197903107,Gary Busey,host
4,14,197903107,DaAy,cast
4,14,197903107,AnBe,crew
4,14,197903107,JoBe,cast
4,14,197903107,JaCu,cast
4,14,197903107,ToDa,cast
4,14,197903107,JiDo,cast
4,14,197903107,BrDM,cast
4,14,197903107,AlFr,cast
4,14,197903106,JaCu,cast
4,14,197903106,BiMu,cast
4,14,197903106,GiRa,cast
4,14,197903105,Gary Busey,host
4,14,197903105,DaAy,cast
4,14,197903105,JoBe,cast
4,14,197903105,BrDM,cast
4,14,197903105,GaMo,cast
4,14,197903105,BiMu,cast
4,14,197903104,Eubie Blake,music
4,14,197903104,Gregory Hines,music
4,14,197903104,BoCr,crew
4,14,197903104,LeDG,crew
4,14,197903104,HwJo,crew
4,14,197903104,BeJo,crew
4,14,197903107,LeMa,crew
4,14,197903107,GaMo,cast
4,14,197903107,BiMu,cast
4,14,197903107,LaNe,cast
4,14,197903107,NiNi,crew
4,14,197903107,GiRa,cast
4,14,197903107,KaRo,crew
4,14,197903107,PaSh,cast
4,14,197903104,ToMa,crew
4,14,197903104,LoMa,crew
4,14,197903104,AlPR,crew
4,14,197903104,BuWi,crew
4,14,197903107,LiWe,crew
4,14,197903102,Gary Busey,host
4,14,197903101,Gary Busey,host
4,14,197903101,JoBe,cast
4,14,197903101,JaCu,cast
4,14,197903101,JiDo,cast
4,14,197903101,BrDM,cast
4,14,197903101,GaMo,cast
4,14,197903101,LaNe,cast
4,14,197903101,RoSu,crew
4,14,197903101,AlZw,cast
4,15,1979031712,WaWi,crew
4,15,1979031711,The Chieftans,music
4,15,1979031710,Margot Kidder,host
4,15,1979031710,AnBe,crew
4,15,1979031710,JaCu,cast
4,15,1979031710,LaNe,cast
4,15,1979031710,GiRa,cast
4,15,1979031710,RoSu,crew
4,15,197903179,DaAy,cast
4,15,197903179,ToDa,cast
4,15,197903179,AlFr,cast
4,15,197903179,KaRo,crew
4,15,197903178,Margot Kidder,host
4,15,197903178,DaAy,cast
4,15,197903178,JoBe,cast
4,15,197903178,JaCu,cast
4,15,197903178,GaMo,cast
4,15,197903178,BiMu,cast
4,15,197903178,LaNe,cast
4,15,197903178,GiRa,cast
4,15,197903178,RoSu,crew
4,15,197903175,The Chieftans,music
4,15,197903177,JaCu,cast
4,15,197903177,BiMu,cast
4,15,197903177,DoNo,cast
4,15,197903177,DaAy,cast
4,15,197903176,Margot Kidder,host
4,15,197903176,DaAy,cast
4,15,197903176,JoBe,cast
4,15,197903176,JaCu,cast
4,15,197903176,JiDo,cast
4,15,197903176,LeMa,crew
4,15,197903176,BiMc,crew
4,15,197903176,GaMo,cast
4,15,197903176,AnMu,crew
4,15,197903176,BiMu,cast
4,15,197903176,LaNe,cast
4,15,197903176,NiNi,crew
4,15,197903176,GiRa,cast
4,15,197903176,KaRo,crew
4,15,197903176,LiWe,crew
4,15,197903176,AlZw,cast
4,15,197903174,Margot Kidder,host
4,15,197903174,DaAy,cast
4,15,197903174,GaMo,cast
4,15,197903173,DaAy,cast
4,15,197903172,Margot Kidder,host
4,15,197903172,AuPD,crew
4,15,197903172,JiDo,cast
4,15,197903172,BrDM,cast
4,15,197903172,PeFa,crew
4,15,197903172,YvHu,cast
4,15,197903171,DaAy,cast
4,15,197903171,AnBe,crew
4,15,197903171,JoBe,cast
4,15,197903171,JaCu,cast
4,15,197903171,LeMa,crew
4,15,197903171,AnMu,crew
4,15,197903171,BiMu,cast
4,16,1979040710,Rickie Lee Jones,music
4,16,1979040710,LeDG,crew
4,16,1979040710,HwJo,crew
4,16,1979040710,ToMa,crew
4,16,1979040710,LoMa,crew
4,16,1979040710,AlPR,crew
4,15,197903172,PhHy,crew
4,15,197903172,LeMa,crew
4,15,197903172,BiMc,crew
4,15,197903172,LoMi,crew
4,15,197903172,GiRa,cast
4,15,197903172,HeRi,crew
4,15,197903172,KaRo,crew
4,15,197903172,ToSc,cast
4,15,197903172,DaWi,crew
4,15,197903172,AlZw,cast
4,15,197903171,NiNi,crew
4,15,197903171,GiRa,cast
4,15,197903171,LiWe,crew
4,16,197904077,BiMu,cast
4,16,197904079,Marv Albert ,filmed
4,16,197904079,JoBe,cast
4,16,197904079,ToDa,cast
4,16,197904079,NeLe,crew
4,16,197904076,Rickie Lee Jones,music
4,16,197904076,LeDG,crew
4,16,197904076,HwJo,crew
4,16,197904076,ToMa,crew
4,16,197904076,LoMa,crew
4,16,197904076,AlPR,crew
4,16,197904075,JaCu,cast
4,16,197904075,BiMu,cast
4,16,197904075,GaMo,cast
4,16,197904075,Nelson Briles,filmed
4,16,197904075,Steve Henderson,filmed
4,16,197904074,Richard Benjamin,host
4,16,197904074,JaCu,cast
4,16,197904074,BiMu,cast
4,16,197904074,GiRa,cast
4,16,197904075,Ed Kranepool,filmed
4,16,197904075,GiRa,cast
4,16,197904073,Richard Benjamin,host
4,16,197904073,Marvin Goldhar,cameo
4,16,197904073,Rodney Dangerfield,cameo
4,16,197904073,DaAy,cast
4,16,197904073,AnBe,crew
4,16,197904073,JaCu,cast
4,16,197904073,ToDa,cast
4,16,197904073,JiDo,cast
4,16,197904072,Richard Benjamin,host
4,16,197904072,GiRa,cast
4,16,197904078,Richard Benjamin,host
4,16,197904078,DaAy,cast
4,16,197904078,JiDo,cast
4,16,197904078,BiMu,cast
4,16,197904078,LaNe,cast
4,16,197904078,GiRa,cast
4,16,197904073,BrDM,cast
4,16,197904073,AlFr,cast
4,16,197904073,LeMa,crew
4,16,197904073,BiMc,crew
4,16,197904073,GaMo,cast
4,16,197904073,BiMu,cast
4,16,197904073,LaNe,cast
4,16,197904073,NiNi,crew
4,16,197904073,GiRa,cast
4,16,197904073,RoSu,crew
4,16,197904073,LiWe,crew
4,16,197904073,WaWi,crew
4,16,197904073,AlZw,cast
4,16,197904071,Marvin Goldhar,cameo
4,16,197904071,DaAy,cast
4,16,197904071,JaCu,cast
4,16,197904071,JoDi,crew
4,16,197904071,GaMo,cast
4,16,197904071,LaNe,cast
4,17,1979041410,Ornette Coleman,music
4,17,1979041410,Prime Time,music
4,17,197904146,Milton Berle,host
4,17,197904146,DaAy,cast
4,17,197904146,JoBe,cast
4,17,197904146,JaCu,cast
4,17,197904145,JaCu,cast
4,17,197904145,BiMu,cast
4,17,197904145,GaMo,cast
4,17,197904145,Craig Nettles,filmed
4,17,197904145,LaNe,cast
4,17,1979041411,Milton Berle,host
4,17,1979041411,Buddy Freed,cameo
4,17,197904146,BrDM,cast
4,17,197904146,GaMo,cast
4,17,197904146,BiMu,cast
4,17,197904146,LaNe,cast
4,17,197904146,GiRa,cast
4,17,197904149,Milton Berle,host
4,17,197904148,Milton Berle,host
4,17,197904148,JaCu,cast
4,17,197904148,LaNe,cast
4,17,197904148,GiRa,cast
4,17,197904147,DaAy,cast
4,17,197904147,JaCu,cast
4,17,197904143,Milton Berle,host
4,17,197904143,DaAy,cast
4,17,197904143,JoBe,cast
4,17,197904143,JaCu,cast
4,17,197904143,GiRa,cast
4,18,1979051210,James Taylor,music
4,18,197905128,Michael Palin,host
4,18,197905128,DaAy,cast
4,18,197905128,JoBe,cast
4,18,197905128,JaCu,cast
4,18,197905128,GaMo,cast
4,17,197904142,Milton Berle,host
4,17,197904141,DaAy,cast
4,17,197904141,JoBe,cast
4,17,197904141,GaMo,cast
4,17,197904141,BiMu,cast
4,17,197904144,DaAy,cast
4,17,197904144,JoBe,cast
4,17,197904144,BrDM,cast
4,17,197904144,GaMo,cast
4,17,197904144,BiMu,cast
4,17,197904144,GiRa,cast
4,18,197905128,BiMu,cast
4,18,197905128,LaNe,cast
4,18,197905128,NiNi,crew
4,18,197905128,GiRa,cast
4,18,197905128,ToSc,cast
4,18,1979051211,DaAy,cast
4,18,1979051211,JaCu,cast
4,18,197905129,WaWi,crew
4,17,197904144,PaSh,cast
4,18,197905123,James Taylor,music
4,18,197905123,Don Grolnick,cameo
4,18,197905123,The Section,cameo
4,18,197905122,Michael Palin,host
4,18,197905121,JoBe,cast
4,18,197905127,James Taylor,music
4,18,197905127,Don Grolnick,cameo
4,18,197905127,The Section,cameo
4,18,197905126,JaCu,cast
4,18,197905126,BiMu,cast
4,18,197905126,GaMo,cast
4,19,1979051914,WaWi,crew
4,18,197905125,DaAy,cast
4,18,197905125,BiMu,cast
4,18,197905125,LaNe,cast
4,19,1979051913,Maureen Stapleton,host
4,19,1979051913,DaAy,cast
4,19,1979051913,JoBe,cast
4,19,1979051913,JaCu,cast
4,19,1979051913,BiMu,cast
4,19,1979051913,LaNe,cast
4,19,1979051913,GiRa,cast
4,19,1979051912,Linda Ronstadt,music
4,19,1979051912,Phoebe Snow,music
4,19,1979051912,Robert Fripp,cameo
4,19,1979051911,Maureen Stapleton,host
4,19,1979051911,DaAy,cast
4,19,1979051911,JoBe,cast
4,19,1979051911,JaCu,cast
4,19,1979051911,GaMo,cast
4,19,1979051911,BiMu,cast
4,19,1979051911,LaNe,cast
4,19,1979051911,GiRa,cast
4,19,1979051910,JoBe,cast
4,19,1979051910,JaCu,cast
4,19,1979051910,GaMo,cast
4,19,1979051910,GiRa,cast
4,19,197905198,JaCu,cast
4,19,197905198,BiMu,cast
4,19,197905198,DoPa,crew
4,19,197905198,DaAy,cast
4,19,197905198,JoBe,cast
4,19,197905197,Maureen Stapleton,host
4,19,197905197,GiRa,cast
4,19,197905196,Maureen Stapleton,host
4,19,197905196,JoBe,cast
4,19,197905196,GaMo,cast
4,19,197905196,BiMu,cast
4,19,197905196,LaNe,cast
4,19,197905196,GiRa,cast
4,19,197905195,Linda Ronstadt,music
4,19,197905195,Phoebe Snow,music
4,19,197905195,BoCr,crew
4,19,197905195,LeDG,crew
4,19,197905195,ChHa,crew
4,19,197905195,HwJo,crew
4,19,197905195,BeJo,crew
4,19,197905195,ToMa,crew
4,19,197905193,DaAy,cast
4,19,197905195,LoMa,crew
4,19,197905195,AlPR,crew
4,19,197905195,PaSh,cast
4,19,197905195,MrSm,crew
4,19,197905195,BuWi,crew
4,19,197905192,Maureen Stapleton,host
4,20,1979052613,Buck Henry,host
4,20,1979052613,JaCu,cast
4,20,1979052613,LaNe,cast
4,20,1979052612,BiMc,crew
4,20,1979052612,ToSc,cast
4,19,197905194, ... ,host
4,19,197905194,GaMo,cast
4,19,197905194,BiMu,cast
4,19,197905194,LaNe,cast
4,19,197905194,MrSm,crew
4,19,197905191,DaAy,cast
4,19,197905191,JoBe,cast
4,19,197905191,JaCu,cast
4,19,197905191,GaMo,cast
4,19,197905191,BiMu,cast
4,19,197905191,LaNe,cast
4,20,1979052611,Bette Midler,music
4,20,1979052610,Buck Henry,host
4,20,1979052610,DaAy,cast
4,20,1979052610,JoBe,cast
4,20,1979052610,JaCu,cast
4,20,1979052610,GaMo,cast
4,20,1979052610,BiMu,cast
4,20,1979052610,LaNe,cast
4,20,1979052610,GiRa,cast
4,20,197905269,ToDa,cast
4,20,197905269,AlFr,cast
4,20,197905267,JaCu,cast
4,20,197905267,BiMu,cast
4,20,197905267,GaMo,cast
4,20,197905267,GiRa,cast
4,20,197905266,Bette Midler,music
4,20,197905266,Luther Vandross,cameo
4,20,197905266,LeDG,crew
4,20,197905266,ChHa,crew
4,20,197905266,HwJo,crew
4,20,197905266,WiLe,crew
4,20,197905266,ToMa,crew
4,20,197905266,LoMa,crew
4,20,197905263,BiMu,cast
4,20,197905266,AlPR,crew
4,20,197905266,BuWi,crew
4,20,197905261,JoBe,cast
4,20,197905261,JaCu,cast
4,20,197905261,HeRi,crew
4,20,197905261,WaWi,crew
4,20,197905261,DaWi,crew
4,20,197905262,Buck Henry,host
4,3,197810219,ToDa,cast
4,3,197810219,AlFr,cast
4,3,197810217,Frank Zappa,host
4,3,197810217,DaAy,cast
4,3,197810217,AnBe,crew
4,3,197810217,JoBe,cast
4,3,197810217,YvHu,cast
4,3,197810217,GaMo,cast
4,3,197810216,Frank Zappa,host
4,3,197810216,LeDG,crew
4,3,197810216,HwJo,crew
4,3,197810216,ToMa,crew
4,3,197810216,LoMa,crew
4,3,197810216,AlPR,crew
4,3,197810217,BiMu,cast
4,3,197810217,LaNe,cast
4,3,197810217,NiNi,crew
4,3,197810217,PaSh,cast
4,3,1978102111,WaWi,crew
4,3,1978102110,Frank Zappa,host
4,3,1978102110,JoBe,cast
4,3,1978102110,LeDG,crew
4,3,1978102110,HwJo,crew
4,3,1978102110,ToMa,crew
4,3,1978102110,LoMa,crew
4,3,1978102110,AlPR,crew
4,3,197810218,JaCu,cast
4,3,197810218,GiRa,cast
4,3,197810214,DaAy,cast
4,3,197810214,JoBe,cast
4,3,197810214,JaCu,cast
4,3,197810214,GaMo,cast
4,3,197810214,BiMu,cast
4,3,197810214,LaNe,cast
4,3,197810214,GiRa,cast
4,3,197810212,Frank Zappa,host
4,3,197810212,LeDG,crew
4,3,197810212,HwJo,crew
4,3,197810212,ToMa,crew
4,3,197810212,LoMa,crew
4,3,197810212,AlPR,crew
4,3,197810211,JoBe,cast
4,3,197810215,JaCu,cast
4,3,197810215,BiMu,cast
4,3,197810215,BrDM,cast
4,3,197810215,LaNe,cast
4,3,197810215,DoNo,cast
4,3,197810215,DaAy,cast
9,12,1984021117,MaGr,cast
9,12,1984021117,TiKa,cast
9,12,1984021117,JuLD,cast
9,12,1984021116,Paula Poundstone,guest
4,3,197810213,Frank Zappa,host
4,3,197810213,DaAy,cast
4,3,197810213,JaCu,cast
4,3,197810213,LaNe,cast
9,12,1984021115,Adam Ant,music
9,12,1984021110,Robin Williams,host
9,12,1984021110,RoDu,cast
9,12,1984021110,MaGr,cast
9,12,1984021110,TiKa,cast
9,12,1984021110,EdMu,cast
9,12,198402119,Robin Williams,host
9,12,198402119,MaGr,cast
9,12,198402119,BrHa,cast
9,12,198402119,GaKr,cast
9,12,198402119,JuLD,cast
9,12,1984021114,Robin Williams,host
9,12,1984021114,JiBe,cast
9,12,1984021114,MaGr,cast
9,12,1984021114,NaHe,crew
9,12,1984021114,GaKr,cast
9,12,1984021114,JuLD,cast
9,12,1984021113,RoDu,cast
9,12,1984021113,MaGr,cast
9,12,1984021113,JuLD,cast
9,12,1984021112,DoPa,crew
9,12,1984021112,Robin Williams,host
9,12,1984021112,BrHa,cast
9,12,1984021112,JiBe,cast
9,12,1984021112,TiKa,cast
9,12,1984021111,Adam Ant,music
9,12,198402115,Robin Williams,host
9,12,198402115,RoDu,cast
9,12,198402115,MaGr,cast
9,12,198402115,JuLD,cast
9,12,198402115,DoPa,crew
10,17,1985041312,Howard Cosell,host
10,17,1985041312,MaGr,cast
10,17,1985041312,RiHa,cast
9,12,198402116,TiKa,cast
9,12,198402116,GaKr,cast
9,12,198402116,JuLD,cast
9,12,198402116,JoPi,cast
9,12,198402114,EdMu,cast
9,12,198402114,JoPi,cast
9,12,198402113,Robin Williams,host
9,12,198402113,JoPi,cast
9,12,198402112,Robin Williams,host
9,12,198402111,Robin Williams,host
9,12,198402111,JiBe,cast
9,12,198402111,EdMu,cast
9,12,198402111,JoPi,cast
10,17,1985041313,Greg Kihn,music
10,17,198504139,Greg Kihn,music
10,17,1985041311,JiBe,cast
10,17,1985041311,GaKr,cast
10,17,198504137,Howard Cosell,host
10,17,198504137,BiCr,cast
10,17,198504137,ChGu,cast
10,17,1985041310,Howard Cosell,host
10,17,1985041310,BiCr,cast
10,17,198504138,ChGu,cast
10,17,198504138,MaSh,cast
10,17,198504138,GaKr,cast
10,17,198504138,RiHa,cast
10,17,198504136,Howard Cosell,host
10,17,198504136,BiCr,cast
10,17,198504136,LaDa,crew
10,17,198504136,ChGu,cast
10,17,198504136,KeKe,crew
10,17,198504135,Howard Cosell,host
10,17,198504135,JiBe,cast
10,17,198504135,LaDa,crew
10,17,198504135,JiDo,cast
10,17,198504135,MaGr,cast
10,17,198504135,RiHa,cast
10,17,198504135,GaKr,cast
10,17,198504135,JuLD,cast
10,17,198504135,MaSh,cast
10,17,198504134,MaGr,cast
10,17,198504134,JuLD,cast
10,17,198504134,PaSt,cast
10,17,198504136,FrKo,crew
10,17,198504135,PaSt,cast
10,17,198504133,Howard Cosell,host
10,17,198504133,JiBe,cast
10,17,198504133,ChGu,cast
10,17,198504133,GaKr,cast
10,17,198504133,MaSh,cast
10,17,198504131,BiCr,cast
10,17,198504131,ChGu,cast
10,17,198504132,Howard Cosell,host
6,8,1981012422,"Joe ""King"" Carrasco & The Crowns",music
3,16,1978040815,WiDa,crew
3,16,1978040814,Michael Palin,host
3,16,1978040814,DaAy,cast
3,16,1978040814,JoBe,cast
3,16,1978040814,ToDa,cast
3,16,1978040814,JiDo,cast
3,16,1978040814,AlFr,cast
3,16,1978040814,GaMo,cast
3,16,1978040814,AlZw,cast
3,16,1978040813,WaWi,crew
3,16,1978040812,Eugene Record,music
3,16,1978040812,ToMa,crew
3,16,1978040812,LoMa,crew
3,16,1978040812,AlPR,crew
3,16,197804088,DaAy,cast
3,16,197804088,JaCu,cast
3,16,197804088,AkYo,crew
3,16,197804088,JoBe,cast
3,16,1978040811,BiMu,cast
3,16,1978040811,LaNe,cast
3,15,1978032519,Cheetah Chrome,cameo
