sid,eid,tid,title,titleType
6,6,1981011018,Commercial,Miscellaneous
6,3,198012062,,Monologue
6,6,1981011016,stop-a-nut,Commercial
6,6,1981011017,The Waiter-Maker,Sketch
6,6,1981011013,White Babies,Sketch
6,6,1981011015,The Man With The Black Hat,Film
6,6,1981011014,Surrogate Mothers,Sketch
6,6,1981011012,Have A Nice Day,Commercial
6,6,1981011011,Filmed Confession,Sketch
6,6,1981011010,"""Dancing On Air""",Musical Performance
6,6,198101109,,Weekend Update
6,6,198101108,January 11th,Miscellaneous
6,6,198101105,Tommy Torture,Sketch
6,6,198101107,Bar,Sketch
6,6,198101104,WASP Interpreter,Sketch
6,6,198101103,Work time,Commercial
6,6,198101106,Citizens For A Better America,Commercial
6,6,198101102,,Monologue
6,6,198101101,The Real Weasel,Cold Opening
6,7,1981011715,Diner,Sketch
6,7,198101179,"""Baby Loves to Rock""",Musical Performance
6,7,198101177,Rocket Report,Miscellaneous
6,7,1981011714,Apartment Building,Sketch
6,7,1981011713,Fair Dinkum Championship Finals,Sketch
6,7,1981011712,Hospital Bed,Sketch
6,7,1981011711,60 Minutes,Show
6,7,1981011710,,Weekend Update
6,7,198101178,Mona Lisa,Sketch
6,7,198101172,,Monologue
6,7,198101175,Livelys,Sketch
6,7,198101176,Reagan / Sinatra,Sketch
6,7,198101174,Foundation for the Tragically Hip,Commercial
6,7,198101173,The Legendary Composers,Commercial
6,7,198101171,White House,Cold Opening
6,5,1980122015,Dopenhagen & Happy Daze,Commercial
6,5,1980122014,Virgin Search,Film
6,5,198012209,The Mr. Bill Show,Film
6,5,1980122013,Heroin in Harlem,Sketch
6,5,1980122011,,Weekend Update
6,5,1980122010,Kung Fu Christmas,Commercial
6,5,198012208,The Home Version Of Dallas,Commercial
6,5,198012206,Rocket Report,Miscellaneous
6,5,1980122012,,Musical Performance
6,5,198012205,Cedar Mall,Sketch
6,5,198012204,Menswear Store,Sketch
6,5,198012203,Gun City,Commercial
6,5,198012201,Pardo Impression,Cold Opening
6,5,198012202,,Monologue
5,20,1980052412,,Goodnights
5,18,1980051011,,Goodnights
5,18,1980051010,Restaurant,Sketch
5,18,198005107,"""Wondering Where the Lions Are""",Musical Performance
5,18,198005108,Dave's Variety Store,Sketch
5,18,198005109,The Mr. Bill Show,Film
5,18,198005106,The Letter,Sketch
5,15,1980040512,,Goodnights
5,19,1980051713,,Goodnights
5,17,1980041912,,Goodnights
5,11,1980021615,,Goodnights
5,14,1980031513,,Goodnights
5,13,1980030813,,Goodnights
5,12,1980022313,,Goodnights
5,16,1980041214,,Goodnights
5,10,1980020913,,Goodnights
5,10,1980020911,The Talking Letter,Sketch
5,10,198002099,"""Guilt""",Musical Performance
5,10,198002097,You Can't Win!,Game Show
5,10,198002098,Speaking of Fashion ...and other things,Show
5,10,198002096,,Weekend Update
5,10,1980020910,Schiller's Reel,Film
5,10,1980020912,"""16 Tons""",Musical Performance
5,9,1980012612,"""Dance This Mess Around""",Musical Performance
5,9,1980012613,,Goodnights
5,9,1980012611,The Mr. Bill Show,Film
5,9,198001268,Anchovy Council of America,Sketch
5,9,1980012610,Baby Mogul,Sketch
5,9,198001269,Bad Playhouse,Sketch
5,9,198001267,,Weekend Update
5,9,198001266,"""Rock Lobster""",Musical Performance
5,9,198001264,Caucus,Sketch
5,10,198002095,"""Broken English""",Musical Performance
5,9,198001263,Craig's Traveler's Checks,Commercial
5,9,198001265,Debs Behind Bars,Sketch
5,9,198001262,,Monologue
5,9,198001261,Sarducci in Tokyo,Cold Opening
5,10,198002093,Pre-Chew Charlie's,Commercial
5,10,198002094,The Bel Airabs,Sketch
5,11,1980021614,"""Praying to the Aliens""",Musical Performance
5,10,198002092,,Monologue
5,11,1980021612,Nixon In New York,Miscellaneous
5,11,1980021610,All Time Radio,Sketch
5,11,1980021613,Kramer vs. Godzilla,Commercial
5,11,1980021611,The Subway Genie,Sketch
5,11,198002169,Prison Recruiting,Sketch
5,11,198002164,Kennedy-Powell Debate,Sketch
5,11,198002168,,Weekend Update
5,11,198002167,"""Cars""",Musical Performance
5,11,198002166,The Incredible Man,Sketch
5,11,198002165,Because The Wine Remembers,Commercial
5,11,198002163,Jewess Jeans,Commercial
5,11,198002162,,Monologue
5,11,198002161,Nixon In New York,Cold Opening
5,12,1980022310,Schiller's Reel,Film
5,12,198002239,Kirk's Greatest Kirks,Commercial
5,12,198002235,"""You Don't Know Like I Know""",Musical Performance
5,12,198002238,PrimeTime Saturday,Show
5,12,1980022312,Women's Bathroom,Sketch
5,12,198002237,Bar Mitzvah,Sketch
5,12,1980022311,"""Soul Man""",Musical Performance
5,12,198002236,,Weekend Update
5,12,198002234,The Micro-Dentists,Sketch
5,13,1980030812,America On The Job,Sketch
5,13,1980030811,"""Sanctuary""",Musical Performance
5,12,198002233,What If?,Show
5,12,198002231,Backstage,Cold Opening
5,13,198003089,100th Episode,Miscellaneous
5,12,198002232,,Monologue
5,13,1980030810,Substitute Judge,Sketch
5,13,198003088,Road To Moscow,Sketch
5,13,198003085,"""Love Stinks""",Musical Performance
5,13,198003081,Dressing Room,Cold Opening
5,13,198003086,,Weekend Update
5,13,198003087,Manhasset,Sketch
5,13,198003083,The Niggerrand,Commercial
5,13,198003082,,Monologue
5,13,198003084,Dr. Shockley's House of Sperm,Sketch
5,14,198003159,Talk Or Die,Show
5,14,1980031512,The David Susskind Show,Show
5,14,198003158,Medieval Band,Sketch
5,14,1980031511,"""Anything You Want""",Musical Performance
5,14,198003157,,Weekend Update
5,14,198003156,"""Cathy's Clown"", ""Sunny Skies"", ""Take Me to the Mardi Gras""",Musical Performance
5,14,198003155,Todd's Campaign,Sketch
5,14,1980031510,New York State Wines,Commercial
5,14,198003153,Horizon System 12,Commercial
5,14,198003152,,Monologue
5,14,198003151,Séance,Cold Opening
5,15,1980040511,The Mr. Bill Show,Film
5,15,1980040510,"""Saint of Circumstances""",Musical Performance
5,15,198004058,The Franken and Davis Show,Show
5,15,198004059,Joey Bishop Fans,Sketch
5,14,198003154,The Biggest Leprechaun,Sketch
5,15,198004057,Assertiveness Training,Sketch
5,15,198004056,,Weekend Update
5,15,198004055,Post-Coital Torture,Sketch
5,15,198004054,"""Alabama Getaway""",Musical Performance
5,15,198004053,Jesus Crush,Sketch
5,15,198004052,,Monologue
5,16,1980041210,Peppers,Sketch
5,16,1980041211,Argument,Sketch
5,16,198004129,Street Scene,Film
5,16,198004128,The Burt Book,Commercial
5,16,198004125,"""Lucky Me""",Musical Performance
5,16,198004126,,Weekend Update
5,16,1980041212,"""Why Don't You Stick Around""",Musical Performance
5,16,198004127,Deliverance II,Sketch
5,16,198004123,Fan,Sketch
5,16,198004122,,Monologue
5,16,198004121,Backstage,Cold Opening
5,17,1980041911,Food,Film
5,16,198004124,Roman Vomitorium,Sketch
5,17,1980041910,Any Town,Sketch
5,17,198004199,"""Too Much, Too Young""",Musical Performance
5,17,198004198,Invasion of the Brain Snatchers,Sketch
5,17,198004192,,Monologue
5,17,198004197,Conductor's Club,Sketch
5,17,198004195,,Weekend Update
5,17,198004196,Video Will,Sketch
5,17,198004194,"""Gangsters""",Musical Performance
5,17,198004191,Census Preview,Cold Opening
5,17,198004193,French Camp,Sketch
5,19,1980051712,Deer Crossing,Sketch
5,19,1980051711,Stretch Marks,Commercial
5,19,1980051710,Reagan Dinner,Sketch
5,19,198005179,"""Coming Up""",Musical Performance
5,19,198005178,London Remote,Miscellaneous
5,19,198005176,,Weekend Update
5,19,198005175,"""All-Night Television""",Musical Performance
5,19,198005174,Thugs,Sketch
5,19,198005177,The Hominids,Sketch
5,18,198005104,"""Who Will the Next Fool Be"", ""Third-Rate Romance""",Musical Performance
5,19,198005173,Real Incredible People,Show
5,18,198005101,Pink Lady and Carl,Cold Opening
5,19,198005172,,Monologue
5,19,198005171,London Remote,Cold Opening
5,18,198005105,,Weekend Update
5,18,198005103,The Dating Zone,Game Show
5,18,198005102,,Monologue
5,20,1980052411,"""Can't Nobody Do Me Like Jesus""",Musical Performance
5,20,198005249,Week In Review,Show
5,20,198005248,Trader Nick's,Sketch
5,20,198005245,"""Kiss This One Goodbye""",Musical Performance
5,20,198005246,,Weekend Update
5,20,198005244,Cow Minder's Daughter,Sketch
5,20,1980052410,Mommy Beer,Commercial
5,20,198005243,Royal Party,Sketch
5,20,198005242,,Monologue
5,20,198005241,Consolation Debate,Cold Opening
5,3,1979110315,,Goodnights
5,5,1979111716,,Goodnights
5,2,1979102014,,Goodnights
5,8,1979122217,,Goodnights
5,6,1979120812,,Goodnights
5,7,1979121518,,Goodnights
5,4,1979111015,,Goodnights
3,11,1978021815,,Goodnights
5,1,1979101315,,Goodnights
3,9,1978012115,,Goodnights
3,8,1977121715,,Goodnights
3,7,1977121013,,Goodnights
3,5,1977111220,,Goodnights
3,10,1978012813,Attack Of The Atomic Lobsters,Sketch
3,6,1977111915,Anyone Can Host Finalists,Miscellaneous
3,4,1977102917,Hire The Incompetent,Commercial
3,4,1977102915,Audience,Miscellaneous
3,4,1977102914,Professional School Of Football,Commercial
3,4,1977102913,Brownie,Sketch
3,4,1977102918,,Goodnights
3,4,1977102916,"""You're Kind""",Musical Performance
3,4,1977102911,Simon & Garfunkel,Miscellaneous
3,4,1977102912,The Killer Bees,Sketch
3,3,1977101518,,Goodnights
3,3,1977101513,The Story Of H,Film
3,3,1977101517,the Farbers at the Playboy Club,Sketch
3,3,1977101511,Sex In Cinema,Show
3,3,1977101516,,Guest Performance
3,3,1977101514,The Playboy Philosophy,Sketch
3,3,1977101512,3 R's,Show
3,3,197710159,Listening To Great Music,Show
3,3,197710157,X-Police,Sketch
3,3,197710154,Planet of the Men vs Planet of the Women,Sketch
3,3,1977101515,Funeral Magician,Sketch
3,3,197710155,"""Fool That I Am""",Musical Performance
3,3,1977101510,,Weekend Update
3,3,197710156,Anyone Can Host,Miscellaneous
3,3,197710158,Circular Bed Sex Research,Sketch
3,3,197710151,Playboy's Party Jokes,Cold Opening
3,3,197710153,Angora Bouquet,Commercial
3,4,197710299,Samurai Dry Cleaners,Sketch
3,3,197710152,,Monologue
3,4,197710298,Anyone Can Host,Miscellaneous
3,4,1977102910,,Weekend Update
3,4,197710296,"""Slip Sliding Away""",Musical Performance
3,4,197710295,Chuck's Film,Miscellaneous
3,4,197710297,Consumer Probe,Show
3,4,197710294,Return Of The Coneheads,Sketch
3,4,197710292,,Monologue
3,4,197710293,Update Promo,Miscellaneous
3,5,1977111219,Monet Painting,Miscellaneous
3,4,197710291,Backstage,Cold Opening
3,5,1977111216,Next Week,Miscellaneous
3,5,1977111218,"""I Can't Stop Loving You""",Musical Performance
3,5,1977111217,"""Oh! What a Beautiful Morning""",Musical Performance
3,5,1977111215,Blackout,Sketch
3,5,1977111214,Evelyn Woodski Slow Reading Course,Commercial
3,5,1977111213,,Guest Performance
3,5,1977111212,Octet Medley,Musical Performance
3,5,1977111211,,Weekend Update
3,5,197711129,What'd I Say,Sketch
3,5,197711128,Tomorrow,Show
3,5,1977111210,"""What'd I Say""",Musical Performance
3,5,197711127,Audience,Miscellaneous
3,5,197711126,The Doody Girls,Show
3,5,197711124,Carter's Energy Program,Miscellaneous
3,5,197711125,Mamorex,Commercial
3,5,197711122,,Monologue
3,6,1977111914,Schiller's Reel,Film
3,5,197711121,Godfather,Cold Opening
3,5,197711123,"""I Can See Clearly Now""",Musical Performance
3,6,1977111913,"""Please Don't Talk About Me When I'm Gone""",Musical Performance
3,6,1977111912,A Film by Gary Weis,Film
3,6,1977111911,The Franken and Davis Show,Show
3,6,1977111910,Mr. Mike's Rickey Rat Club,Sketch
3,6,197711198,,Weekend Update
3,6,197711196,A.M.O.A. Sanitized Motel,Commercial
3,6,197711199,Reunion In Kiev,Sketch
3,6,197711197,"""Champagne Charlie""",Musical Performance
3,6,197711193,Little Chocolate Donuts,Commercial
3,6,197711192,,Monologue
3,6,197711191,Anyone Can Host Finalists,Cold Opening
3,7,1977121011,"""Something to Brag About""",Musical Performance
3,7,1977121010,Bad Musical,Show
3,7,1977121012,Farbers Chanukah,Sketch
3,7,197712109,,Guest Performance
3,7,197712108,Married in a Minute!,Sketch
3,7,197712107,,Weekend Update
3,7,197712106,"""Whiskey River"", ""Blue Eyes Crying in the Rain""",Musical Performance
3,7,197712105,Total Woman,Sketch
3,7,197712104,More Insects To Worry About,Show
3,7,197712103,Hey You!,Commercial
3,7,197712102,,Monologue
3,7,197712101,Pep Rally,Cold Opening
3,8,1977121714,"""Radio Radio""",Musical Performance
3,8,1977121713,Mr. Mike's Coral Waters Cafe,Sketch
3,8,1977121712,Wino Santa,Sketch
3,8,1977121711,Girlfriend,Sketch
3,8,1977121710,E. Buzz Miller's Art Classics,Show
3,8,197712179,The Franken and Davis Show,Show
3,8,197712178,Sartresky & Hutch,Sketch
3,8,197712177,,Weekend Update
3,8,197712176,"""Watching the Detectives""",Musical Performance
3,8,197712175,Christmas Story,Sketch
3,8,197712174,American Date The Self-Conscious Association,Commercial
3,8,197712173,Meat Wagon Action Track Set,Commercial
3,9,1978012114,"""White Russia""",Musical Performance
3,8,197712171,Stoned,Cold Opening
3,8,197712172,,Monologue
3,9,1978012112,A Film by Gary Weis,Film
3,9,197801218,,Weekend Update
3,9,1978012113,Audience,Miscellaneous
3,9,1978012111,What If?,Show
3,9,197801217,The Body Floss,Commercial
3,9,1978012110,Family Feud,Game Show
3,9,197801216,"""On the Loose with the Blues""",Musical Performance
3,9,197801219,"""Short People"", ""Rider In The Rain""",Musical Performance
3,9,197801214,The Mystery of Bigfoot,Sketch
3,9,197801213,Swill,Commercial
3,9,197801212,,Monologue
3,9,197801211,State Of The Union 1978,Cold Opening
3,10,1978012812,Rhonda & Barbara,Sketch
3,10,1978012811,"""Give It All Up or Let Me Go""",Musical Performance
3,10,1978012810,Lobster Update,Miscellaneous
3,10,197801288,Nerd Rock,Sketch
3,10,197801286,,Weekend Update
3,10,197801287,Nick Winters,Sketch
3,10,197801285,"""Runaway""",Musical Performance
3,10,197801284,X-Police,Sketch
3,10,197801282,,Monologue
3,10,197801283,The Olympia Cafe,Sketch
5,1,1979101314,What The Hell Is That?,Sketch
5,1,1979101313,The Mr. Bill Show,Film
3,10,197801281,Rock Concert,Cold Opening
5,1,1979101311,"""The Hardest Part""",Musical Performance
5,1,1979101310,The David Susskind Show,Show
5,1,197910139,Great Moments In Rock History,Show
5,1,197910138,,Weekend Update
5,1,1979101312,The Bolshoi Ballet,Sketch
5,1,197910137,Rise,Commercial
5,1,197910133,Craig's Traveler's Checks,Commercial
5,1,197910136,"""Dreaming""",Musical Performance
5,1,197910134,Spanish Tutor,Sketch
5,1,197910135,The Vandals,Sketch
5,1,197910132,,Monologue
3,11,1978021812,Great Moments of War,Sketch
3,11,1978021811,Sermonette,Show
3,11,1978021810,A Film by Gary Weis,Film
3,11,197802189,Audience,Miscellaneous
3,11,1978021813,"""Just the Way You Are""",Musical Performance
3,11,197802187,,Weekend Update
3,11,197802186,King,Sketch
3,11,197802188,Baggage Inspection,Sketch
3,11,197802183,Moth Masher,Commercial
3,11,197802182,,Monologue
3,11,197802185,"""Only the Good Die Young""",Musical Performance
3,11,197802184,After Love,Sketch
5,3,1979110313,"""Street Player""",Musical Performance
5,3,1979110312,People Losing Money For People,Commercial
5,3,1979110314,Barry White's Big And Tall That's All,Sketch
5,3,1979110311,Sports Hotline,Sketch
5,3,197911037,,Weekend Update
5,3,197911038,Nick Borealis,Sketch
5,3,1979110310,The Mr. Bill Show,Film
5,3,197911039,The Continuing Correspondence of Eleanor Roosevelt,Sketch
5,3,197911036,"""I'm a Man""",Musical Performance
5,3,197911035,The Landers Files,Show
5,3,197911034,The Black Shadow,Sketch
5,3,197911032,,Monologue
5,3,197911031,Kennedy In '80,Cold Opening
5,3,197911033,Banshee,Commercial
5,2,1979102013,"""When You Gonna Wake Up""",Musical Performance
5,2,1979102012,Ask Elvis,Show
5,2,1979102011,Heavy Sarcasm,Show
5,2,1979102010,,Guest Performance
5,2,197910209,"""I Believe in You""",Musical Performance
5,2,197910208,Hardcore II,Commercial
5,2,197910207,,Weekend Update
5,2,197910205,"""Gotta Serve Somebody""",Musical Performance
5,2,197910204,Shoe Store,Sketch
5,2,197910203,Hotel-Motel Art Fair,Commercial
5,2,197910202,,Monologue
5,2,197910201,Eric is Sick,Cold Opening
5,4,1979111014,Driving,Sketch
5,4,1979111013,"""Don't Do Me Like That""",Musical Performance
5,4,1979111012,Love Contract,Sketch
5,4,1979111011,Speci-Pak,Commercial
5,4,1979111010,Schiller's Reel,Film
5,4,197911109,How to Talk to Your Grandparents,Commercial
5,4,197911108,Bad Clams,Show
5,4,197911107,,Weekend Update
5,4,197911106,"""Refugee""",Musical Performance
5,4,197911104,the Mystery of Toad Island,Sketch
5,4,197911103,Harley's Bristol Creme,Commercial
5,4,197911101,Buck's Story,Cold Opening
5,7,1979121517,"""Boys Keep Swinging""",Musical Performance
5,4,197911102,,Monologue
5,7,1979121516,Martin Sheen Hairspray,Commercial
5,7,1979121515,Revisions Of Freudian Theory,Show
5,7,1979121513,Murder,Sketch
5,7,1979121511,First Love,Film
5,7,1979121510,"""TVC-15""",Musical Performance
5,7,197912158,,Weekend Update
5,7,197912155,Dark Shadows,Sketch
5,7,197912153,Toys For Tarts,Commercial
5,7,197912157,"""The Man Who Sold The World""",Musical Performance
5,7,197912154,Le Shoe,Commercial
5,7,197912152,,Monologue
5,7,197912151,Sex Change,Cold Opening
5,5,1979111715,"""Hallelujah""",Musical Performance
5,7,197912156,Teacher's Strike,Sketch
5,5,1979111713,Los Beatalos Cubanos,Commercial
5,5,1979111714,,Guest Performance
5,5,1979111710,Saveco,Commercial
5,5,1979111711,Backer's Audition,Sketch
5,5,1979111712,The Mr. Bill Show,Film
5,5,197911179,Woman To Woman,Show
5,5,197911178,Thanksgiving Dinner,Sketch
5,5,197911177,,Weekend Update
5,5,197911175,Drop Out,Sketch
5,5,197911174,First He Cries,Sketch
5,5,197911173,Spud Beer,Commercial
5,5,197911176,"""Bobby's Song""",Musical Performance
5,5,197911172,,Monologue
5,5,197911171,Reagan in Make-up,Cold Opening
5,6,1979120811,The Holiday Inn Horror,Commercial
5,6,1979120810,First Love,Film
5,6,197912089,"""The Story of a Rock & Roll Band""",Musical Performance
5,6,197912088,The Nuclear Family,Sketch
5,6,197912087,Stereo 105,Sketch
5,6,197912086,Old Flame,Sketch
5,6,197912085,,Weekend Update
5,6,197912084,"""It's Money That I Love"", ""I'm Gonna Take Off My Pants""",Musical Performance
5,6,197912083,The Bel Airabs,Sketch
5,6,197912082,,Monologue
5,8,1979122216,"""Goodbye Baby""",Musical Performance
5,6,197912081,Great Moments In Rock & Roll,Cold Opening
5,8,1979122215,Iran: The Country And The Crisis,Commercial
5,8,1979122214,Christmas Decorations,Sketch
5,8,1979122213,Schiller's Reel,Film
5,8,1979122212,Sammy Seltzer Jr.,Commercial
5,8,1979122211,Bob Hope's Christmas In Tehran,Commercial
5,8,1979122210,,Guest Performance
5,8,197912229,Nerds Nativity,Sketch
5,8,197912228,,Weekend Update
5,8,197912227,The Tonight Show,Commercial
5,8,197912226,"""Tumble in the Night""",Musical Performance
5,8,197912224,Chudd Harassment Case,Sketch
5,8,197912225,Police PSA,Miscellaneous
5,8,197912223,Diff'rent Storks,Commercial
5,8,197912222,,Monologue
5,8,197912221,A Christmas Gift from the Shah and his Friends,Cold Opening
3,2,1977100818,,Goodnights
3,2,1977100816,Pocket Pal,Commercial
3,2,1977100817,Phone Call,Sketch
3,2,1977100815,,Guest Performance
3,1,1977092413,,Goodnights
3,1,1977092411,Royal Deluxe II,Commercial
3,1,1977092412,"""The Pretender""",Musical Performance
3,1,1977092410,The Franken and Davis Show,Show
3,1,197709249,Great Moments In Rock & Roll,Sketch
3,1,197709248,Keypunch Confession,Sketch
3,1,197709247,"Mike McMack, Defense Lawyer",Sketch
3,1,197709246,,Weekend Update
3,1,197709245,"""Runnin' On Empty""",Musical Performance
3,1,197709243,Kromega III,Commercial
3,1,197709242,,Monologue
3,1,197709241,An Oval Office,Cold Opening
3,2,1977100814,Hercules,Sketch
3,2,1977100813,The Pink Box,Commercial
3,2,1977100812,A Film by Gary Weis,Film
3,2,1977100810,Silver Balls & Golden Pins,Musical Sketch
3,2,1977100811,Reverse Discrimination,Sketch
3,2,197710088,Schiller's Reel,Film
3,2,197710089,,Weekend Update
3,2,197710087,"""Queen Bee""",Musical Performance
3,2,197710085,Anyone Can Host,Miscellaneous
3,2,197710084,Bad Opera,Show
3,2,197710082,,Monologue
3,2,197710083,Swill,Commercial
3,2,197710081,The Trial Of Lee Harry Oswald,Cold Opening
7,20,1982052212,Sandy's Curse,Sketch
7,20,1982052215,The Clams,Commercial
7,20,1982052213,Sports Organ Classics,Commercial
7,20,1982052211,Buzz Words,Sketch
7,19,198205157,,Intro
7,20,1982052216,,Goodnights
7,20,1982052214,"""Landslide""",Musical Performance
7,19,1982051517,"""I Predict""",Musical Performance
7,16,1982041017,,Goodnights
7,19,1982051518,,Goodnights
7,18,1982042413,,Goodnights
7,18,1982042412,"""The Devil Went Down to Georgia""",Musical Performance
7,17,1982041717,"""Sunday Morning Coming Down""",Musical Performance
7,13,1982022714,,Goodnights
7,15,1982032717,,Goodnights
7,14,1982032020,,Goodnights
7,14,1982032019,John Belushi Tribute,Miscellaneous
7,14,1982032017,"""Love & Emotion""",Musical Performance
7,14,1982032014,Headline Challenge,Game Show
7,14,1982032018,The Thing That Destroyed Tokyo,Film
7,14,1982032015,Upcoming Shows,Miscellaneous
7,14,1982032013,Koala Bear,Sketch
7,14,1982032016,Low Class Italian Theater,Show
7,12,1982022015,,Goodnights
7,12,1982022014,Melina's Cafe,Sketch
7,12,1982022012,Flying,Sketch
7,12,1982022013,"""A House Is Not A Home""",Musical Performance
7,12,198202209,Songwriters,Sketch
7,12,1982022011,Fracas,Film
7,12,1982022010,The Mild One,Sketch
7,12,198202208,,SNL Newsbreak
7,12,198202207,"""Never Too Much""",Musical Performance
7,12,198202204,Who Do You Hate?,Miscellaneous
7,12,198202203,Ski Date,Sketch
7,12,198202202,,Talent Entrance
7,12,198202205,Focus On Film,Show
7,12,198202206,The Bizarro World,Sketch
7,12,198202201,Backstage,Cold Opening
7,14,1982032012,,SNL Newsbreak
7,14,1982032011,Golden Age School of Obedience,Commercial
7,14,1982032010,Fur: You deserve it!,Commercial
7,14,198203209,"""Maybe Tomorrow""",Musical Performance
7,14,198203208,Hail To The Chief,Sketch
7,14,198203206,Focus On Film,Show
7,14,198203207,Buy A Bullet For A Hungry Kid,Commercial
7,14,198203205,Radio News,Sketch
7,14,198203204,Reach Out,Commercial
7,14,198203203,Buhweet And De Dupreems,Musical Sketch
7,14,198203202,,Talent Entrance
7,14,198203201,Burt Reynolds,Cold Opening
7,15,1982032716,"""Lush Life"", ""Woody & Dutch""",Musical Performance
7,15,1982032714,Meet The People,Show
7,15,1982032715,Blythe's Plea,Miscellaneous
7,15,1982032713,The Uncle Tom Show,Show
7,15,1982032712,,Guest Performance
7,15,1982032710,Fab Fifties,Sketch
7,15,198203279,"""Pirates""",Musical Performance
7,15,198203278,Poets,Sketch
7,15,198203277,The Khaddaffi Look,Commercial
7,15,198203276,20/20,Show
7,15,1982032711,,SNL Newsbreak
7,15,198203275,The New Celibacy,Sketch
7,15,198203274,Come On Out America,Commercial
7,15,198203272,,Talent Entrance
7,13,1982022711,Girls to Women,Sketch
7,15,198203273,,Monologue
7,15,198203271,Lorne Greene: The Meat Dogs Love,Cold Opening
7,13,1982022712,Lowembrau,Commercial
7,13,1982022710,,Guest Performance
7,13,198202279,"""I Can't Go For That""",Musical Performance
7,13,1982022713,"""You've Lost That Lovin' Feeling""",Musical Performance
7,13,198202278,Joseph Papp Auditions,Sketch
7,13,198202276,"""You Make My Dreams""",Musical Performance
7,13,198202275,African Tour,Sketch
7,13,198202274,Speaking as a Woman,Show
7,13,198202277,,SNL Newsbreak
7,13,198202273,Big Damn Plastic Bubble,Commercial
7,13,198202272,,Monologue
7,13,198202271,CBS Evening News,Cold Opening
7,16,1982041016,Final Vote,Miscellaneous
7,16,1982041015,"""Ain't Even Done With The Night""",Musical Performance
7,16,1982041014,Reagan Brand Economics,Commercial
7,16,1982041013,If Larry Lives,Miscellaneous
7,16,1982041012,Career Corner,Show
7,16,1982041011,Bavarian Butterfly Dance,Film
7,16,1982041010,Larry's Story,Miscellaneous
7,16,198204109,Hill Street Blues,Show
7,16,198204107,Next Week,Miscellaneous
7,16,198204106,"""Hurts So Good""",Musical Performance
7,16,198204105,Voting So Far,Miscellaneous
7,16,198204108,,SNL Newsbreak
7,16,198204102,,Monologue
7,16,198204101,Larry the Lobster,Cold Opening
7,16,198204103,Whiners,Sketch
7,16,198204104,Everybody Does Merman,Sketch
7,17,1982041715,Black Talk,Show
7,17,1982041713,"""Ball & Chain""",Musical Performance
7,17,1982041710,Jay Clay gets Depressed,Film
7,17,1982041716,Reach Out,Commercial
7,17,1982041714,Train Poet,Sketch
7,17,1982041712,,Intro
7,17,1982041711,Tegrim,Commercial
7,17,198204179,Hail To The Chief,Sketch
7,17,198204176,Next Week,Miscellaneous
7,17,198204178,"""I Walk The Line"", ""Folsom Prison Blues"", ""Ring of Fire""",Musical Performance
7,17,198204174,"""Empty Garden""",Musical Performance
7,17,198204175,Last Request,Sketch
7,17,198204177,,SNL Newsbreak
7,17,198204173,The Honeyrooneys,Sketch
7,17,198204172,,Talent Entrance
7,17,198204171,The Train of Life,Cold Opening
7,18,198204247,Egg & Sperm,Sketch
7,18,198204245,"""Still in Saigon""",Musical Performance
7,18,198204246,,SNL Newsbreak
7,18,1982042411,Happy's,Commercial
7,18,1982042410,Babies In Makeup,Film
7,18,198204248,James Brown is Annie,Commercial
7,18,198204244,Party Girl,Sketch
7,18,198204249,U.S.S. Cunningham,Sketch
7,18,198204241,Tennis Club Locker Room,Cold Opening
7,19,1982051515,Table Talk,Show
7,19,1982051514,Come On Out America,Commercial
7,19,1982051513,Enzo,Commercial
7,18,198204243,Middle Age of Aquarius,Commercial
7,18,198204242,,Monologue
7,19,1982051516,Looks at Books,Show
7,19,1982051512,No More Wrestling,Miscellaneous
7,19,1982051511,Pudge & Solomon,Sketch
7,19,1982051510,,SNL Newsbreak
7,19,198205159,Next Week,Miscellaneous
7,19,198205158,"""Mickey Mouse""",Musical Performance
7,19,198205155,Whiners,Sketch
7,19,198205154,Taxi,Film
7,19,198205156,Executive Stress Test,Sketch
7,19,198205153,,Monologue
7,20,1982052210,,Guest Performance
7,20,198205228,"""Make a Move on Me""",Musical Performance
7,20,198205227,Not A Record Ad,Commercial
7,19,198205152,,Talent Entrance
7,19,198205151,Kaufman Fight,Cold Opening
7,20,198205225,I Married A Monkey,Sketch
7,20,198205229,,SNL Newsbreak
7,20,198205226,Hitler in Heaven,Sketch
7,20,198205224,Ebony & Ivory,Sketch
7,20,198205223,TransEastern,Commercial
7,20,198205221,Women's Room,Cold Opening
7,20,198205222,"""Physical""",Musical Performance
7,9,1982012316,,Goodnights
4,20,1979052614,,Guest Performance
7,11,1982020619,,Goodnights
7,7,1981120514,,Goodnights
7,10,1982013018,,Goodnights
7,8,1981121214,,Goodnights
7,6,1981111421,,Goodnights
4,18,1979051212,,Goodnights
4,17,1979041412,,Goodnights
7,5,1981110720,,Goodnights
4,19,1979051915,,Goodnights
7,4,1981103121,,Goodnights
7,3,1981101718,,Goodnights
4,15,1979031713,,Goodnights
4,16,1979040711,,Goodnights
7,2,1981101019,,Goodnights
7,2,1981101017,Alan Alda Sensitivity Training For Men,Commercial
7,2,1981101018,Sadat Assassination,Film
7,2,1981101013,Honeymoon,Sketch
7,2,1981101016,Andy Warhol's TV,Film
7,2,1981101012,Single Women,Musical Performance
